中证500T-1日上影线和下影线长度之和,中证500指数2点前最长游程幅度,中证500指数2点前游程数量,中证500偏离度与45-450股票开盘偏离度之差,T-1日振幅,T-1日涨跌幅,T日2点前振幅,T日2点前涨跌幅,T-1日成交量与T-2日成交量之比,上证指数开盘幅度,中证500与上证指数开盘幅度之差,中证500指数13点至14点间振幅,沪深300指数13点至14点间振幅,状态
17.61,0.008674574,21,0.048652455,0.011451038,-0.006818199,0.010194541,-0.000370084,1.011259355,-0.000169621,-0.000988965,0.004005883,0.003647917,2
30.17,0.008589681,25,0.065156139,0.013785179,-0.005801755,0.028045393,-0.021934364,0.878691983,-0.000946128,-0.000365211,0.008355894,0.00481953,0
34.26,0.006031913,20,0.046533079,0.028075068,-0.018330249,0.011112953,-0.000348171,1.017813454,-0.000752995,-0.000790395,0.005516128,0.00530743,1
20.2,0.005910326,26,0.040232243,0.011134659,0.005677634,0.007679099,-0.00659183,0.743480032,-0.002899055,-0.000506443,0.004146469,0.003863151,2
2.49,0.005678758,23,0.06955336,0.01525941,-0.014364729,0.029765609,-0.018621217,1.060016949,6.78E-05,0.00053493,0.009304173,0.008504812,1
32.5,0.020576046,25,0.083228146,0.029841651,-0.020252184,0.037037328,-0.020932322,1.048820001,-0.009681804,-0.002292161,0.009276572,0.011622574,1
68.8,0.005652434,26,0.043481936,0.037040261,-0.016466605,0.017034333,0.015803973,0.914834566,0.000786294,0.0004377,0.005144656,0.002586772,0
6.31,0.006986068,25,0.018466785,0.020435708,0.018642541,0.015583227,0.00723248,0.930243698,0.00183191,0.000552393,0.004499673,0.00327525,2
55.53,0.009177841,21,0.028267305,0.015614482,-3.90E-05,0.015277111,0.004264396,1.028926643,0.001079058,-0.000654811,0.007596956,0.005280933,0
44.71,0.007414101,27,0.029949229,0.015620696,0.003020946,0.017958008,-0.00702191,0.879002816,-0.003951573,-0.00078932,0.005016366,0.005504375,1
57.85,0.007011922,31,0.062429232,0.017960828,-0.001524199,0.014606124,-0.01156339,1.049867985,-0.005105517,-0.000944002,0.007741165,0.008430859,2
6.1,0.011793619,33,0.054323059,0.029808295,-0.027267393,0.027149465,0.004001243,1.003909633,-0.01207853,-0.006319537,0.005751304,0.006071656,2
71.82,0.017689807,29,0.09902647,0.034897962,0.013232514,0.064734839,-0.060799024,0.977768126,-0.002159695,0.000127347,0.033555961,0.019634823,2
32.29,0.035046015,32,0.106745571,0.074734352,-0.060150529,0.087661104,-0.021026289,1.255396156,-0.007619252,-0.00176744,0.053874374,0.049897983,2
245.24,0.021632156,33,0.028337463,0.087772371,0.0051426,0.021926662,0.00788479,1.271800473,-0.002582629,0.003674854,0.008262415,0.00992574,2
22.52,0.009898793,31,0.041585936,0.026767412,0.019592389,0.029598918,-0.006905407,0.773951306,0.001861529,0.000349387,0.019613441,0.012288212,2
48.85,0.011796027,32,0.064989866,0.033644368,-0.018177512,0.0367038,0.003125547,1.127018225,-0.007321103,0.000944937,0.010951851,0.007722701,2
92.94,0.009748962,30,0.005016973,0.036732111,0.007387345,0.018308893,0.013016717,0.859277758,-0.006625769,0.003786955,0.010961402,0.008484218,2
15.96,0.007610583,27,0.003514915,0.029255667,0.024164606,0.019098637,0.012629423,0.914236131,-0.001171159,0.001298847,0.009926479,0.012628002,1
9.73,0.008574479,29,0.022508345,0.019357697,0.016357084,0.019695567,0.001819982,1.143190707,-0.005039438,0.001156292,0.011140346,0.007407261,1
66.54,0.007033369,30,0.014383057,0.025732812,0.005400301,0.03068879,0.021849132,1.097203809,-0.005682668,-0.000873639,0.009189851,0.009937878,2
53.63,0.006854507,28,0.038539765,0.030707281,0.01450624,0.011215577,0.003917384,1.059315257,4.48E-05,0.000571567,0.006686877,0.007863505,2
35.62,0.015751209,26,0.081588307,0.016809489,-0.006204717,0.024027629,-0.011655165,0.93638284,-0.012250609,-0.002697163,0.008008274,0.006925806,2
0.37,0.009677594,30,0.057924415,0.025317042,-0.024580541,0.015612895,0.005464682,0.908985114,-0.002376046,-0.000324717,0.004138464,0.004477355,0
24.45,0.011170817,27,0.001310717,0.016401255,0.008729152,0.026270907,0.024504234,0.753260937,-0.001299717,0.001309535,0.017015354,0.022184017,2
1.95,0.009099289,30,0.001026244,0.031768931,0.03115174,0.035651332,0.035552918,1.391082696,0.001394122,-0.000415767,0.012084861,0.020526331,2
29.52,0.006990755,30,0.006804913,0.035835838,0.027056264,0.015016922,-0.001164062,1.512596274,-0.002427077,0.001681812,0.011870509,0.0122677,1
37.92,0.007698651,33,0.023226059,0.019338372,-0.008194728,0.017928078,0.014931896,0.818151173,0.0032194,-0.001172066,0.005139378,0.011096897,1
1.04,0.006049185,28,0.004080664,0.018132012,0.01782499,0.015331003,0.008925496,0.899198878,-0.002318804,0.003267697,0.008856256,0.009728284,1
22.37,0.007945955,32,0.034222607,0.017830622,0.011319147,0.01637721,-0.009782682,1.058576474,-0.002215246,0.000326588,0.010680619,0.012323276,2
33.37,0.009564726,29,0.047383451,0.022453056,-0.012646931,0.017374253,0.0019821,1.014844532,-0.003222299,0.000637507,0.005862828,0.007324674,1
54.84,0.008029228,33,0.063465228,0.017374243,0.001444114,0.015604183,-0.005598451,0.918809119,0.000963541,-0.001428618,0.011501336,0.012622586,2
30.58,0.007989236,30,0.038979909,0.034115918,-0.024491814,0.025132667,0.014268456,1.108803505,-0.007442287,0.001671902,0.007506234,0.00590414,2
15.6,0.008631056,31,0.002694522,0.030454934,0.025695126,0.020368277,0.013435722,0.823608088,0.002050023,0.00060262,0.006840646,0.010040857,1
0.08,0.008354128,32,0.002549788,0.021451622,0.021428571,0.014693707,0.004157119,1.275066528,-0.004027875,0.001521873,0.00933004,0.008348796,1
44.8,0.011938873,31,0.04941451,0.021405225,0.008517714,0.02173652,-0.008850209,1.056139238,0.001983999,-0.003309663,0.007054757,0.009032027,2
12.97,0.010068401,30,0.05786949,0.021805847,-0.017764937,0.020482499,0.002222573,0.899505237,-0.003968471,0.00072373,0.012592564,0.009167972,1
63.68,0.008331644,31,0.048036303,0.02054725,0.002064836,0.016941252,-0.008291033,0.773754978,-0.006582975,0.001633259,0.008784303,0.00837399,1
10.2,0.013327295,28,0.054105819,0.017778648,-0.014571818,0.029768843,0.002958939,0.995747341,0.002582837,-0.002492827,0.00715493,0.005951461,2
84.25,0.004713009,27,0.036733432,0.029851771,-0.004592992,0.009891736,0.002529124,0.933701043,0.005381683,-0.000434626,0.006374756,0.007893911,2
40.77,0.007838685,32,0.003502547,0.01268896,0.000761348,0.021284599,0.017586173,0.97903772,0.003459713,-0.002255882,0.008891502,0.006332302,2
5.37,0.00478495,29,0.006762162,0.026661069,0.025056185,0.009173554,0.003441906,1.234477265,0.005144327,-0.000959082,0.003616697,0.004523355,1
32.27,0.00553604,27,0.011625373,0.009791308,-0.000644816,0.015089901,0.013820752,1.068693969,0.001121689,-0.001688002,0.006985761,0.006387834,1
3.13,0.005804069,27,0.00207189,0.018141888,0.017241233,0.012346394,0.009207373,0.882740171,-0.003314729,0.002490297,0.003526046,0.005789542,0
15.58,0.011138969,29,0.035896393,0.015965244,0.011589293,0.012660355,-0.005730441,1.193524976,-0.002017804,0.001145129,0.010311591,0.010817639,1
23.19,0.006323261,33,0.035694151,0.015286933,-0.008732084,0.013849888,0.007934999,1.056639952,-0.00114431,-0.000847665,0.003499717,0.005112972,1
32.98,0.007583874,32,0.023317372,0.013883687,0.004650113,0.018796978,-0.006337651,0.806780274,0.00357658,-0.001944868,0.00673804,0.006386586,2
60.17,0.007213513,28,0.027740951,0.018799814,0.001927028,0.007718446,0.007527226,1.044940505,0.002941064,-3.52E-05,0.003402286,0.005173317,1
0.56,0.004469113,20,0.013310475,0.013020295,0.012863995,0.006286961,0.003257988,1.273571408,1.90E-05,0.000231222,0.003879504,0.004197103,0
7.64,0.007227356,27,0.02412615,0.00710453,0.005012075,0.012184364,0.001228804,0.931969885,0.001461807,-0.001693047,0.006992777,0.004722438,2
31.13,0.005813405,24,0.043463133,0.012214503,-0.003680968,0.010186191,-0.006906748,1.006340176,-0.000413088,-0.001337273,0.00589743,0.006840931,2
13.59,0.015517108,29,0.060789469,0.015683292,-0.011791599,0.027158591,0.00027691,0.825538316,-0.002852377,-0.002684677,0.025813112,0.035543533,2
80.94,0.007164219,32,0.019438648,0.038827651,-0.015764493,0.022875253,0.020102635,1.226244278,-0.006386651,-0.000717822,0.009654525,0.015669827,1
6.9,0.005789555,31,0.005615307,0.0247065,0.022703894,0.015026939,-0.003865177,0.717239917,-0.001751423,0.001069966,0.009524529,0.00802362,1
46.89,0.006470068,28,0.019959563,0.015043894,-0.001932563,0.011210542,0.002260296,1.121920315,0.001770415,-0.002523576,0.003753701,0.006154343,2
19.52,0.006232747,32,0.019310039,0.014000145,0.008498914,0.008957728,0.007117859,0.987489869,-0.001765742,0.000214248,0.003623596,0.004634301,0
19.82,0.013979967,31,0.036168532,0.009514037,0.004025523,0.02653243,-0.016648951,1.082418127,0.004281979,-0.002004284,0.024993183,0.024836807,2
77.89,0.003917547,26,0.014537253,0.026572063,-0.004584765,0.017489528,0.016826656,1.188688872,0.001888889,-0.001541569,0.003638438,0.006595702,0
2.25,0.004802163,25,0.003942906,0.021084495,0.020452642,0.007531378,0.00440769,0.97602647,-0.000489644,0.000218594,0.005839199,0.004348561,0
11.54,0.009440341,29,0.033717129,0.011123874,0.007972819,0.016144129,0.008450391,1.073713138,-0.005358588,-0.00123062,0.008319995,0.010593287,2
56.02,0.005583564,26,0.040576317,0.016201603,-0.000973694,0.009980639,-0.001458301,1.221654531,0.003404491,-0.003632783,0.003722122,0.004499891,1
34.8,0.011275063,28,0.066814654,0.009994346,-0.000531994,0.011547827,-0.001550159,0.896458275,-4.77E-06,0.000483007,0.005288356,0.005933716,2
43.24,0.010377884,24,0.054734487,0.02247789,-0.010451409,0.01691481,0.003619376,1.224551226,0.002721056,0.000152644,0.007740151,0.008349257,0
46.35,0.0059572,24,0.02333178,0.016961794,0.004158185,0.016398859,0.012772214,0.815642919,0.000942014,-0.002205131,0.006566015,0.006696249,0
5.56,0.004577519,23,0.013296034,0.017686779,0.016153191,0.008439502,0.001609201,0.948548371,-0.000672113,0.001303736,0.00394506,0.003478794,0
23.62,0.004109439,25,0.02850559,0.00846904,0.002137579,0.007109569,0.004282762,1.045905685,-0.001116645,-0.00029744,0.004481201,0.004852516,0
21.91,0.005801126,26,0.022395014,0.00923169,0.003368054,0.011769487,0.007571419,0.973017332,-0.001448605,0.000487851,0.005494872,0.007030408,0
10.51,0.004025962,20,0.019010913,0.011833358,0.009023893,0.010592538,0.008135429,0.998714789,0.005134417,-0.003563037,0.002156773,0.006580222,0
9.89,0.005463003,23,0.028616218,0.011170253,0.008548606,0.007923719,0.004321701,1.203440064,0.001023244,0.000149763,0.004425233,0.006747978,1
4.42,0.008851055,25,0.054367973,0.010142681,0.008979609,0.016029247,-0.008917672,1.111490273,0.003114306,-0.001654116,0.004259968,0.004931917,1
20.16,0.004171522,27,0.049020862,0.016383171,-0.01091939,0.010904538,0.004070872,1.085893381,-0.002261029,-0.000204774,0.003463085,0.011564005,0
21.46,0.004683873,26,0.028285134,0.010949383,0.005312766,0.007656986,-0.001658642,0.764242789,-0.00185581,0.002198758,0.004280382,0.004487839,1
29.88,0.003232184,29,0.031910655,0.008692401,0.000876133,0.00893011,0.003148689,0.964204357,0.003692749,-0.003025018,0.00371072,0.010110732,1
32.47,0.004963569,28,0.053008198,0.008945863,0.000480225,0.013024284,-0.012675042,0.8584293,-0.000462124,-0.000208984,0.006259662,0.007794904,2
1.06,0.006171832,24,0.038828986,0.017549792,-0.016971903,0.010371358,0.009217896,1.033695476,0.00017337,-0.001650248,0.006361078,0.00673283,0
4.89,0.004775333,21,0.004888446,0.012262028,0.010955643,0.014915435,0.014873629,0.772507433,0.003381299,-0.001116093,0.004355244,0.004391551,0
0.23,0.004884585,29,0.016677932,0.017987705,0.017927668,0.0133006,0.004628737,1.271289532,-0.000711202,0.000137591,0.007155194,0.00887111,0
45.43,0.006245479,22,0.038924728,0.013336991,0.001567708,0.008912034,0.004720962,1.151301041,-0.00059131,-0.000412767,0.003210825,0.004945688,2
38.61,0.006658722,27,0.062329448,0.01262366,-0.002664369,0.012264562,-0.00649056,1.078547746,-0.002913058,0.000352122,0.004420914,0.005926259,2
5.49,0.006839232,24,0.054601572,0.020162138,-0.018368441,0.008711375,0.003802394,0.840948981,-0.002245339,0.00153549,0.005492624,0.005613656,1
21.38,0.003734923,22,0.02067597,0.010160667,0.004535541,0.008875462,0.007623548,0.73777836,0.003540767,-0.000580011,0.003799056,0.004430162,0
0.76,0.005117249,20,0.006948042,0.010297313,0.010098665,0.017683751,0.013151776,0.905975821,-0.001260122,0.001952836,0.004772091,0.006219839,0
8.84,0.005366672,16,0.004157913,0.018462867,0.01613977,0.014811788,0.009731779,1.397413842,-0.003078982,0.000642472,0.006642037,0.004666252,1
13.06,0.009677297,25,0.030975444,0.016783588,0.013404949,0.013326138,-0.003568231,1.092131862,0.001204968,0.001247947,0.007333056,0.006176672,2
21.5,0.005224847,20,0.034742053,0.013336407,-0.007805492,0.012195914,0.0114613,1.159322418,0.004703454,-0.000873901,0.008198727,0.008682471,0
0.4,0.00360636,23,0.018649409,0.013134228,0.013033602,0.011208511,0.008289215,1.031631694,0.001818775,-2.13E-05,0.00265586,0.002584128,0
11.06,0.006329541,23,0.032533501,0.011228473,0.008460187,0.00824372,-0.003951119,1.037168428,7.16E-05,0.001528669,0.004861134,0.004785452,1
35.57,0.010484408,27,0.074937137,0.008981673,-0.000184057,0.027730256,-0.021533928,1.013113723,-0.002416704,-0.000145307,0.008655304,0.006245183,2
21.62,0.006283917,28,0.072057313,0.031010328,-0.024757494,0.01328181,-0.005308402,1.028625862,0.003947837,0.000415373,0.01279921,0.008812432,1
42.15,0.006604615,21,0.031094139,0.016641445,-0.005903825,0.010387699,0.003757634,0.852015968,7.75E-05,-0.000681675,0.002585701,0.002779024,0
25.04,0.007100748,25,0.006245445,0.010438785,0.004061114,0.023928487,0.021620409,0.765685018,0.001942366,-0.000306525,0.004464355,0.004195979,0
9.06,0.00897643,20,0.024319442,0.025408289,0.023073674,0.016534413,-0.010710758,1.300862742,-0.000859476,0.001255353,0.00594899,0.005233722,1
30.69,0.017178214,23,0.084425244,0.018643536,-0.01084588,0.0340096,-0.025120735,1.114879855,0.001200123,-0.001175238,0.009284436,0.006532647,1
30.58,0.007622537,26,0.066901943,0.034025255,-0.025416236,0.010319719,0.000196723,0.919377473,-0.001982147,-0.000578094,0.004181834,0.004262339,1
28.31,0.008597073,29,0.060418087,0.011413247,-0.004108077,0.024078044,-0.015514256,0.663762075,-0.000295364,0.001335167,0.007812513,0.006129622,2
40.4,0.008183683,25,0.0671101,0.031835556,-0.020616417,0.011252156,-0.003015183,1.110429528,0.001368406,-0.00165943,0.008925115,0.00865251,0
30.84,0.016471107,25,0.080592224,0.011307717,-0.003132958,0.06291001,-0.042239033,0.792899611,0.00063884,-0.002414849,0.015408794,0.008355085,2
128.62,0.008852032,25,0.052908082,0.062961924,-0.025794794,0.016689727,0.011133305,1.408642486,-0.001004416,-0.001559066,0.005930903,0.005807349,1
6.07,0.005842181,33,0.028788998,0.020662132,0.018985954,0.010321567,-0.006197786,0.74541549,-0.002311345,0.000527309,0.004929619,0.005816016,1
3.14,0.006782534,31,0.053069386,0.012698447,-0.011703625,0.01115869,-0.000297382,1.005734443,-0.000804816,-0.003328089,0.006990536,0.005123034,1
54.72,0.006063242,22,0.023284242,0.01603063,0.001076121,0.010549378,0.005594472,0.798978686,0.003037732,-0.002227557,0.003230943,0.00337726,0
16.42,0.006352406,24,0.01051504,0.010568274,0.006136906,0.020741713,0.012037837,0.98396983,-0.004538206,0.002341402,0.009489611,0.0091701,0
31.96,0.007912614,25,0.018378444,0.024244823,0.015446486,0.010907998,0.004245462,1.202300689,-0.003668893,0.001343679,0.004202088,0.004818669,2
31.09,0.008531071,30,0.048188328,0.016780346,-0.008390094,0.01554802,-0.008328318,1.141755623,-0.001399455,-0.002586233,0.011039685,0.007301496,2
20.13,0.008574587,33,0.055969128,0.015589268,-0.009993982,0.016372062,-0.001953537,0.771997438,-0.004026342,-4.05E-06,0.011967265,0.009374737,2
18.89,0.009146748,34,0.033664728,0.016386059,-0.011009849,0.013866337,0.005256236,1.003784781,-0.001341569,0.000310622,0.008512971,0.00731243,1
39.93,0.005006455,30,0.01104559,0.016549632,0.005418911,0.011758359,0.006750992,0.782834331,0.000587746,-0.00072148,0.005145202,0.005479197,0
11.03,0.006350334,30,0.041369717,0.012710221,0.009647855,0.009431843,-0.007752868,1.098601151,-0.004252996,0.003308625,0.007320124,0.007499578,2
0,0.00846488,26,0.032617031,0.018160121,-0.017836214,0.021954885,0.00892902,1.096566523,-0.000390381,-0.00207421,0.007187763,0.006604113,2
27.22,0.008664838,28,0.0010438,0.023546915,0.015815257,0.028689431,0.024253826,1.004565698,0.000182599,0.000210524,0.004740505,0.007014644,1
29.91,0.006572907,23,0.006447004,0.028700345,0.020531071,0.01582393,0.014088393,1.474787526,0.005252091,0.000664205,0.004153285,0.012229976,1
3.76,0.006120683,27,0.00796576,0.019310345,0.018291515,0.009660152,0.000710092,1.152315516,0.000501566,0.000170757,0.004781963,0.004288523,1
27.13,0.004282366,25,0.01456896,0.009712887,0.002589774,0.008073446,0.001743757,0.904354571,0.003779553,-0.003313248,0.004404979,0.003165907,1
14.99,0.005098066,26,0.023681231,0.01340865,0.009455397,0.010269055,-0.002204084,0.954803499,-0.004352222,0.000996244,0.004644151,0.006089275,0
39.54,0.004439768,27,0.034243013,0.010342474,-4.14E-05,0.011613491,-0.008383098,1.111232112,0.000318706,0.000482048,0.005385711,0.006750792,1
19.06,0.005614977,25,0.033639928,0.011679076,-0.006653742,0.012865817,0.005431791,0.908072209,-0.004720692,0.002629815,0.00419025,0.004477496,1
44.66,0.004307983,25,0.024757546,0.012929288,0.001249084,0.008840561,0.000773859,0.947187253,-0.000819946,0.000368234,0.003962781,0.004584825,0
26.03,0.007339426,25,0.010244714,0.008853702,0.002034983,0.013059064,0.007927417,0.925046164,-0.000608795,8.59E-05,0.003154257,0.004870627,0
6.81,0.005709222,26,0.006011297,0.013788916,0.011993808,0.012916011,0.010558702,1.099329557,0.001491414,0.00042433,0.002803449,0.004109763,0
25,0.003188344,25,0.011359921,0.012944435,0.006522548,0.006714731,0.002910034,1.174221128,0.001013285,-0.000567677,0.003643415,0.003580189,0
6.22,0.023762514,26,0.072931804,0.007189271,0.005595731,0.044949833,-0.01368726,0.874211468,-0.007873623,-0.011519778,0.011477189,0.009632534,2
69.2,0.007037299,26,0.055743646,0.045048323,-0.02562254,0.025427606,0.023980222,1.377730945,-0.004746544,0.000621252,0.01038535,0.008120106,1
5.43,0.007075184,23,0.001249031,0.029379146,0.027900053,0.02767838,0.024245787,0.702903344,-0.001199062,0.000279512,0.005868927,0.00433482,1
29.98,0.006040113,23,0.024774991,0.027678275,0.019876308,0.00851361,-0.000539251,1.366405431,0.000427225,-0.000899255,0.004053358,0.004292731,0
31.01,0.005023455,27,0.036316417,0.008547096,-0.000615598,0.008884476,0.000795007,0.772105116,-0.002011524,0.000964111,0.003713053,0.004370484,1
28.88,0.003166872,18,0.020426472,0.008892188,-0.001493131,0.005513509,0.00384916,0.864682807,0.002090966,0.000301617,0.002814655,0.003056759,0
3.71,0.00451373,21,0.020835931,0.005923854,0.004974339,0.008915972,0.000658429,0.93652791,0.000741903,-0.000521286,0.002108256,0.002738307,0
33.24,0.005910411,23,0.038360324,0.008946565,0.000486252,0.011397088,-0.01085258,1.144110554,-0.004019654,0.00178538,0.00463121,0.004764506,1
28.45,0.004432591,21,0.029503776,0.016391076,-0.008909409,0.01078457,0.007447295,1.006620855,-0.002201743,0.00134801,0.006046955,0.005110174,1
28.57,0.005708964,23,0.012912304,0.010787116,0.003461041,0.011728047,0.00548437,0.846337452,-0.006620918,0.002778849,0.00286616,0.004803214,0
22.48,0.004626733,24,0.040829941,0.011813829,0.006007191,0.02018373,-0.016542091,0.918238171,0.000536823,0.000478043,0.005315752,0.004438968,1
6.47,0.006295759,24,0.056930764,0.020269972,-0.018236974,0.011165828,-0.001582476,1.14356294,0.00031612,-0.001076798,0.00670996,0.005248684,1
22.06,0.008375724,16,0.039149466,0.011192245,-0.005382927,0.009473309,0.000344124,0.776543622,-0.000311876,0.000830508,0.003060365,0.003059969,0
34.31,0.005515566,22,0.042044202,0.009502313,-0.00051616,0.012185484,-0.005028294,0.846524007,0.002528445,-0.000876791,0.003253083,0.003697788,1
20.56,0.006969345,26,0.057397323,0.017351189,-0.011785599,0.0161028,-0.010027245,1.04448217,0.000278205,-0.000889181,0.007893957,0.011775633,1
25.47,0.011687961,22,0.053952256,0.019042394,-0.012044254,0.018964307,0.001836689,1.036083823,0.002273043,-0.0025613,0.004152982,0.003585626,1
66.79,0.005246117,21,0.028026836,0.018980854,-0.000854258,0.014167382,0.004836365,0.914031308,0.002083224,-0.001041725,0.008090893,0.008505202,2
38.96,0.007479,20,0.006701941,0.016318245,0.005885257,0.010663488,0.004062463,1.071937339,0.001001733,-0.001671524,0.003478599,0.00434986,2
9.5,0.004858686,27,0.038200959,0.013775351,0.011218204,0.015628364,-0.014004488,0.942042942,-0.001779943,0.002027548,0.005350763,0.004324088,2
1.52,0.00592459,25,0.029261641,0.018144596,-0.017422234,0.015191999,0.014436973,1.228705207,0.000709102,-0.002182746,0.004783307,0.00640871,0
11.7,0.003476166,21,0.011267079,0.020034006,0.016887617,0.006569726,-0.000951307,0.972795486,0.003637612,0.000291717,0.003039439,0.004039924,0
22.5,0.007754879,26,0.028800346,0.006619713,-0.000702365,0.010538771,0.003431719,0.982582663,-0.003237271,0.001351243,0.00303175,0.002757329,0
16.58,0.004015499,24,0.011779239,0.010549314,0.006148672,0.007042651,0.003915448,0.924876003,-0.001825172,0.000309995,0.002202921,0.003032024,0
9.88,0.00465289,24,0.033077701,0.00903034,0.006423736,0.010562554,-0.007625212,1.052062945,-0.00376835,0.001990632,0.002859861,0.003888129,0
15.47,0.006297652,27,0.072878174,0.010615332,-0.006482316,0.021497586,-0.019316559,1.13043075,-0.002180172,-0.000411198,0.004179258,0.003701756,1
0.99,0.008319718,23,0.053311637,0.026057236,-0.025135423,0.014124675,0.006465085,0.991220091,-0.005612215,0.002652391,0.00500522,0.004666626,0
18.54,0.006818065,23,0.021956468,0.014179513,0.009124571,0.011352244,0.001967634,0.788384523,-2.93E-05,0.000522121,0.004500579,0.006997794,0
39.68,0.005116148,31,0.047405518,0.011376476,0.000725472,0.011294865,0.002968189,1.17401911,-0.001267496,-0.000174037,0.005213917,0.006454092,2
38.14,0.007989733,31,0.07097191,0.020299759,-0.009869108,0.013263506,-0.009023042,1.044162243,-0.002026524,-0.000963963,0.005026759,0.005219344,2
13.12,0.009074125,24,0.058945535,0.019203355,-0.015302495,0.016516573,-0.008107945,0.941211727,0.000836004,-0.00086201,0.008226363,0.00730881,1
52.44,0.007939425,27,0.014905414,0.019212871,-0.004550052,0.015505345,0.011305525,0.886890271,-0.001184109,0.000812234,0.004090143,0.003323207,2
8.65,0.003878752,22,0.005245601,0.022637487,0.020187557,0.007984573,0.00452859,1.025956405,-0.00128994,0.000611737,0.00565088,0.004608176,1
5.8,0.005462366,28,0.018466338,0.008950822,0.00736205,0.00940002,0.006607576,1.032000199,-0.000400257,0.000734726,0.007346246,0.008207132,1
29.96,0.005499345,31,0.037115963,0.009421607,0.001329063,0.00920989,-0.00507783,1.003531949,-0.003082371,0.000374984,0.003755235,0.007275245,1
2.93,0.006515889,26,0.048657908,0.009638679,-0.008757248,0.014433617,-0.008739066,0.85606686,-0.001536723,-4.31E-06,0.007798448,0.006287677,0
30.19,0.007578306,23,0.022659854,0.014433586,-0.006046968,0.012945278,0.01152705,0.939998878,0.000383407,-5.47E-05,0.003669917,0.004027194,0
0.48,0.004825579,23,0.001919585,0.015156337,0.015024662,0.023029183,0.022991136,1.197097659,0.000809065,0.001057162,0.004449572,0.003847655,0
0.07,0.00479877,23,0.002518095,0.024825804,0.024806586,0.007461544,0.005755293,1.468500766,-0.001674681,0.002380208,0.003798571,0.003339177,0
21.81,0.005828796,26,0.005620703,0.012001117,0.006244493,0.020807163,0.018157858,0.972681696,-0.002195299,1.00E-05,0.002607966,0.003606708,0
13.8,0.006430483,26,0.020058079,0.020831037,0.017183292,0.015979273,0.009817551,1.12491944,-0.004977131,0.00103696,0.004467649,0.004132629,1
47.42,0.00693321,24,0.036072148,0.016031669,0.003718097,0.015434972,-0.00353941,0.931122702,0.001520719,-0.001509159,0.002552857,0.002693128,0
51.34,0.003091756,22,0.027033376,0.015476874,-0.002112308,0.006312022,0.006312022,0.749271269,0.001790323,-0.000638687,0.002862574,0.002183037,0
4.67,0.004183555,20,0.030952187,0.008975559,0.007771426,0.006935318,-0.000712826,1.033238286,-0.001957621,-0.000217875,0.002909841,0.002624742,0
16.45,0.006578871,17,0.013180371,0.008005013,-0.003741016,0.022864899,0.019659091,0.864930031,-0.0052629,8.61E-06,0.007115203,0.00667692,1
10.17,0.006319707,18,0.003838117,0.026705716,0.024005858,0.024622078,0.024609541,1.192176446,0.002626949,0.001157755,0.003052991,0.003098977,0
0,0.016326463,20,0.012546976,0.025616307,0.025616307,0.016775392,0.000541453,1.696850058,5.23E-05,0.001643129,0.005508009,0.005547215,0
66.66,0.005049247,20,0.020633598,0.016820645,-0.000284206,0.011708748,0.002627443,1.071368291,7.58E-05,0.000767001,0.004315681,0.005104097,1
19.77,0.016349566,18,0.042140282,0.015097125,0.010184092,0.009003727,0.001006474,0.954141875,-0.001443957,0.000902766,0.004037339,0.003960518,2
14.38,0.005247624,17,0.031595443,0.018002569,-0.014258308,0.016632294,0.012318564,1.034082978,-0.000510433,0.000359674,0.00355941,0.003472789,1
3.77,0.005591176,19,0.004897542,0.018260679,0.017316348,0.011815893,0.009554321,0.829318821,0.004228696,5.72E-05,0.003130347,0.002446063,1
0.39,0.005335964,16,0.024418898,0.014715658,0.014621728,0.006816922,2.37E-05,1.233813712,-0.00059932,0.001511,0.004770442,0.003044152,1
22.05,0.006317144,17,0.036871638,0.007392427,-0.002113072,0.012386969,-0.001431287,1.023113374,-0.001003477,0.000615328,0.009106877,0.007622117,0
50,0.011454924,19,0.057367418,0.012430308,0.000468376,0.01982248,-0.007267834,0.957825129,0.004834532,-0.003944369,0.004392417,0.004559845,2
19.8,0.006193563,22,0.054020296,0.019914476,-0.01487048,0.014232437,-0.009335375,1.021998795,-0.003401634,0.001730039,0.007583484,0.005734315,2
50.59,0.006678836,19,0.051691494,0.01736983,-0.004919972,0.014596102,-0.001750055,0.767494344,-0.006727051,0.001912454,0.006097041,0.005178157,1
59.05,0.016079548,22,0.082519945,0.01540246,0.000787313,0.033970938,-0.025380348,1.067076052,0.000290037,0.00061706,0.028305803,0.017131805,2
56.04,0.017954731,22,0.085408863,0.051836725,-0.036026368,0.021641649,-0.003663989,1.281555323,-0.003728108,-0.001388456,0.014043665,0.011443525,2
57.74,0.008663279,25,0.04995216,0.026802542,0.011763154,0.019672356,-0.001650469,0.744027022,0.00188048,-0.000571986,0.009379632,0.007144085,2
63.55,0.008317101,26,0.045282003,0.030908041,-0.014523934,0.017074274,0.001219842,1.115729937,-0.003272869,0.001264166,0.014640637,0.01553722,2
52.25,0.008715702,25,0.00531369,0.026172214,0.012519195,0.020241552,0.013972992,0.854896531,-0.00203351,0.001954139,0.004950422,0.004002412,1
6.63,0.006252495,26,0.010266297,0.02264631,0.020943067,0.011339171,-0.001591996,1.100620973,-0.003437173,8.02E-05,0.006453952,0.005111149,1
