中证500T-1日上影线和下影线长度之和,中证500指数2点前最长游程幅度,中证500指数2点前游程数量,中证500偏离度与45-450股票开盘偏离度之差,T-1日振幅,T-1日涨跌幅,T日2点前振幅,T日2点前涨跌幅,T-1日成交量与T-2日成交量之比,上证指数开盘幅度,中证500与上证指数开盘幅度之差,中证500指数13点至14点间振幅,沪深300指数13点至14点间振幅,状态
37.03,0.005245894,29,0.034170039,0.012798709,0.003552358,0.0078388,0.000681438,1.046116985,0.000886473,0.000449124,0.00336531,0.004071107,2
16.65,0.010778952,27,0.037632002,0.010870751,-0.006686413,0.014503781,0.001840935,0.990458071,-0.001480884,-0.000280249,0.005065086,0.007425731,0
59.82,0.00534284,28,0.03327323,0.015559207,0.000523489,0.011159857,-0.000148769,0.906786046,-0.000583116,0.000428902,0.005054541,0.005961851,2
38.4,0.009317022,31,0.078519479,0.014548178,-0.004883263,0.023337656,-0.021089981,0.948047561,-0.007783658,-0.00014993,0.008977778,0.008097317,2
4.14,0.00888573,27,0.070559707,0.032522497,-0.030458293,0.012820808,0.001910024,1.087099027,-0.002318655,-0.000805658,0.010032109,0.007945738,2
46.22,0.007396676,27,0.038662269,0.016281981,0.004181208,0.023715685,-0.00010892,0.804172606,-0.002462845,0.000729912,0.014093728,0.010981266,1
82.25,0.005967534,23,0.018743933,0.023747742,0.002094577,0.011921912,0.008127496,1.032085436,0.001485803,-0.001434476,0.00288546,0.005710297,1
4.91,0.005621258,25,0.017745591,0.011948075,0.01066499,0.010775927,-0.004461325,0.899165817,-0.00513386,0.001014045,0.007381937,0.006423818,2
50.96,0.006378646,22,0.006881754,0.01377606,-0.000570518,0.016645673,0.016231815,0.948095434,0.0027376,-0.002527436,0.00571438,0.00322747,1
0.7,0.004184423,23,0.008377411,0.020039076,0.019859122,0.010158773,0.006678996,1.118020481,0.001259135,-0.000375321,0.004145015,0.004855253,0
21.92,0.004933757,21,0.027259466,0.010194286,0.004669249,0.008896743,-0.005473414,1.126823695,-0.002581947,8.33E-05,0.005931557,0.005858466,1
35.23,0.00723264,22,0.063133154,0.009292384,0.000356851,0.012190847,-0.005282959,0.963816274,-0.002262375,0.000341634,0.007163187,0.006385552,2
27.37,0.008482852,26,0.038624155,0.031972717,-0.024305652,0.026564497,0.017800188,1.168602617,-0.002832557,-0.001929832,0.015316654,0.015656772,1
30.77,0.005815394,20,0.013327329,0.032735079,0.024513845,0.012718021,0.009635653,1.050130602,0.001553516,-0.001147675,0.006728377,0.008566265,0
19.37,0.004790837,23,0.029984043,0.012974404,0.008044916,0.009172839,0.000688808,1.035144411,-0.001431812,-0.000569551,0.007909678,0.008286706,1
27.06,0.004150134,22,0.026393736,0.010162264,0.003333434,0.00545116,0.00060547,0.99011213,0.00157971,-6.61E-05,0.004062093,0.003845615,0
18.36,0.007828505,25,0.049925251,0.005690725,0.001083266,0.009841967,-0.001169058,0.862307928,-0.001397446,-0.000283493,0.009841967,0.016258759,2
1.68,0.010079779,26,0.094210395,0.013301925,-0.012711461,0.018138461,-0.011064279,1.068767108,0.000127344,-0.002368397,0.006937931,0.005795897,2
26.34,0.008714616,28,0.073783699,0.024964466,-0.017765298,0.009402397,-0.004408807,1.080841151,0.000659024,-0.000731339,0.00620598,0.004331919,2
37.8,0.005513738,22,0.024408157,0.016316625,-0.00632859,0.013602098,0.011799823,0.717153428,-0.001128227,8.41E-05,0.002625489,0.006152785,0
1.44,0.002890146,24,0.013844567,0.016799514,0.016418611,0.006208506,0.001555953,0.903944407,0.000951923,-0.000521329,0.003211233,0.005764583,0
29.68,0.004905224,27,0.030367597,0.007845203,0.000217882,0.006670649,-0.00220912,1.269128951,0.002206782,-0.002182706,0.006000279,0.008449632,0
32.98,0.003924828,20,0.015839671,0.009991238,-0.001483828,0.013426238,0.011255637,0.962729455,-0.002987133,0.001071502,0.00470423,0.006191923,0
7.15,0.005468228,21,0.000645303,0.014850745,0.012986245,0.015746394,0.01247613,0.902238336,-0.002049298,-0.000886636,0.002296283,0.009220114,0
8.53,0.003824011,21,0.003349992,0.015986303,0.013779723,0.006638371,0.001685293,1.115565919,0.001125762,0.000327193,0.004038955,0.004243943,1
0.53,0.003386953,26,0.013332394,0.007937443,0.007804526,0.009985912,0.006956664,1.025032188,0.000299864,0.000566958,0.004127756,0.01121316,0
23.39,0.00369085,19,0.02839464,0.010013308,0.004174488,0.006377008,0.001320266,1.171435046,-0.001844603,-0.002338065,0.00533945,0.006487234,0
28.64,0.003932381,22,0.019790393,0.007349193,-0.000191449,0.00599942,0.003826317,0.84510181,-0.001468422,0.001048838,0.002807884,0.003112106,0
0.92,0.003816522,23,0.027926481,0.00814932,0.007918895,0.005691044,-0.00316272,0.961254289,-0.00268367,0.002399142,0.003631665,0.004232981,1
6.82,0.004467175,20,0.02913044,0.008776889,-0.007016712,0.008571085,0.003782693,1.093455935,-0.002085392,-0.000782885,0.002948998,0.003216426,0
24.74,0.002460803,24,0.02308988,0.00858109,0.002373852,0.00562962,-0.001003644,0.838269698,0.001824783,-0.000451174,0.002381394,0.003867156,0
12.22,0.004696312,20,0.022630414,0.005647056,-0.002593544,0.007240436,0.003279341,1.016094296,-0.003527589,0.001518188,0.002022853,0.003495125,0
11.83,0.005586525,22,0.035889992,0.008562025,0.005585393,0.009360904,0.000821502,0.897157113,-0.005697468,-0.000506975,0.002646115,0.002811134,2
31.29,0.007613443,22,0.051169123,0.017807884,-0.009806198,0.021813654,-0.011659674,1.158837975,-0.001466594,-0.00057618,0.0104145,0.00897872,2
74.8,0.002976558,23,0.042904982,0.021813573,-0.002539662,0.008814762,-0.001968302,1.041756622,-0.002297594,0.001108427,0.004082301,0.004817709,1
29.9,0.004481373,21,0.045084043,0.011047281,-0.003381103,0.010915474,-0.006237812,0.733087968,-0.001565364,0.000356255,0.005111926,0.004350497,1
7.28,0.005649001,24,0.06983161,0.012078495,-0.010100778,0.015990361,-0.012117731,1.05217008,0.001723528,-0.003086076,0.007410938,0.00559205,2
10.52,0.013211128,26,0.101325976,0.023513023,-0.020304425,0.02514144,-0.024429797,1.112994826,-0.00158723,-0.002311504,0.006170912,0.004509322,1
4.63,0.011103536,21,0.057229461,0.028804661,-0.026775243,0.008647214,0.005885333,1.018602763,-0.000786996,-0.000826647,0.006138198,0.004437588,2
0.93,0.003924645,20,0.004070502,0.016650308,0.016394735,0.011337278,0.005893239,0.771670667,4.93E-05,-0.001154091,0.003239192,0.003046655,0
10.95,0.005553293,22,0.007357703,0.011350683,0.008399379,0.008421858,0.0035148,0.939761642,-0.002061805,0.000751135,0.005996959,0.006780712,1
15.11,0.003664064,24,0.005593937,0.013926149,0.00985316,0.010792748,0.008497217,1.076057838,-0.001523639,0.000752757,0.002260113,0.003871213,1
18.29,0.004307075,26,0.035589108,0.010792771,0.005959909,0.007687044,-0.006278228,1.069366898,-0.002432739,-0.000506578,0.003499393,0.002546647,2
2.19,0.004808311,23,0.039225545,0.015758662,-0.014938899,0.017185691,0.008590304,0.959583742,-0.001602763,-0.00098512,0.006120828,0.007172367,1
50.71,0.005881029,26,0.038718387,0.017266823,0.003678898,0.017440129,-0.008029947,1.039243171,0.000611596,-0.002080768,0.009915827,0.009152756,0
31.95,0.005075125,21,0.020878359,0.017467273,-0.008662155,0.020324603,0.015759702,0.966341572,0.00574805,0.000227883,0.004623599,0.004215917,0
7.79,0.004359417,21,0.007412522,0.021946153,0.019817208,0.0082381,-0.004650313,1.439691003,0.001077665,-0.001671911,0.004714308,0.004229942,0
27.69,0.003023857,22,0.024538125,0.008259293,-0.00094476,0.005334394,-0.001211483,0.843602429,-0.000712922,0.000254876,0.004400462,0.005209995,0
18.95,0.005440443,22,0.047512929,0.005347579,-0.000354782,0.01472245,-0.014002761,0.790383102,-0.001743236,-3.24E-05,0.005331257,0.003636903,1
5.98,0.007031002,24,0.049778985,0.018979058,-0.017060298,0.013041618,-0.003231663,1.087030724,-0.000676042,-0.001943787,0.00713952,0.00618129,1
44.11,0.005861225,23,0.033533239,0.013082519,0.001101393,0.010818548,-0.01070276,0.868128693,-0.001740492,0.000576383,0.00475486,0.004884273,1
25.72,0.004396953,21,0.029143779,0.011617984,-0.004575018,0.010561881,-5.37E-05,0.906048647,0.003321515,0.000686721,0.004237691,0.002904282,0
36.09,0.00798143,25,0.010815194,0.010951582,-0.001214979,0.014026048,0.005798086,1.026542797,-0.003363046,0.001348553,0.003713304,0.004130768,1
27.45,0.004918132,24,0.00987237,0.018109751,0.010574091,0.011157987,0.004689359,0.967836662,-0.00089052,0.001315882,0.003449803,0.004895769,1
40.67,0.00413608,23,0.012546888,0.011606046,-0.000744212,0.007331042,0.006374612,1.287525485,-0.000579975,-0.00025708,0.005933544,0.006956831,1
0.01,0.00387811,19,0.005091686,0.011643129,0.011640427,0.006762771,0.004559437,0.93269749,0.003654212,-0.000452623,0.002503311,0.003411338,0
0.1,0.00352535,18,0.018160261,0.007597276,0.007570951,0.005248565,0.000460025,1.156494876,-0.000830642,0.000273943,0.004240488,0.003539685,0
14.48,0.003620964,20,0.011740627,0.005646635,-0.001842959,0.010836573,0.008969843,0.980428653,-4.88E-06,1.28E-05,0.00564356,0.005863448,0
5.86,0.003597927,20,0.026348449,0.012877,0.011324263,0.011234939,-0.00809883,1.123141879,0.000788984,-0.000601416,0.00607428,0.003911146,0
12.25,0.004442197,25,0.034914454,0.013785451,-0.010467856,0.0110587,0.004365602,1.016041136,-0.000102981,-0.000786706,0.004918865,0.005107916,0
31.29,0.002981895,20,0.024057016,0.011071917,0.002820501,0.003994612,0.001969624,0.922791779,-4.91E-06,0.00101816,0.002038265,0.001802537,1
13.65,0.004354351,22,0.037290057,0.006293456,-0.002713194,0.015982369,-0.012453888,0.874569422,-0.000158038,-0.000423746,0.003858635,0.003046295,0
29.26,0.004000699,18,0.015968256,0.016081207,-0.008169088,0.008935783,0.007093272,1.002832566,-0.002641018,0.001234244,0.00339107,0.004090969,1
4.22,0.005826769,24,0.012044367,0.013859825,0.012730319,0.007199552,-0.005486042,0.978185479,-9.85E-06,0.000356872,0.002509235,0.003254106,1
22.26,0.003649213,21,0.033796396,0.009818189,-0.003926039,0.006743941,-0.000750767,1.011683114,-0.002472297,0.000181377,0.003564767,0.006074422,0
23.28,0.006554729,20,0.013222931,0.00933555,-0.003189328,0.012679497,0.007810059,0.896185071,0.001320322,-0.000260236,0.004561412,0.00546605,0
17.68,0.002839156,17,0.005020981,0.01484917,0.010130185,0.004800981,0.000966537,1.129676579,-0.001654541,0.001304932,0.002361407,0.001700639,0
7.12,0.003081529,19,0.017236361,0.006914493,0.005048624,0.006488455,0.000140225,1.053400909,-0.001642532,-0.00012779,0.003315908,0.003520019,0
23.85,0.003513609,18,0.010200286,0.006514581,-0.000290816,0.013068133,0.010921215,1.100880252,-0.001207315,0.000312028,0.002208252,0.003866466,0
5.98,0.002491242,16,0.005585704,0.013247928,0.011682984,0.005301546,0.003772606,1.133937384,-4.79E-06,0.00061127,0.002140593,0.006034168,0
0.99,0.002328826,16,0.027962508,0.005663765,0.005408432,0.005488324,-0.00419995,0.986294476,-0.002661247,0.00126755,0.001944324,0.002663361,0
3.11,0.003319796,23,0.044831998,0.00861404,-0.007744998,0.006749103,-0.003506301,1.014403855,-0.001128668,0.000955008,0.002531563,0.002580306,0
5.57,0.010507017,19,0.07292876,0.006785587,-0.005308493,0.019538755,-0.017456454,1.020770229,-0.000444723,-0.000731124,0.012389315,0.006930286,2
22.99,0.005039805,19,0.046486414,0.032328629,-0.025404882,0.008453352,0.004950474,1.065443745,-0.005092097,0.00389865,0.005574543,0.00572887,1
0.17,0.005525553,19,0.003829218,0.01021839,0.010172799,0.009755114,0.008343766,0.676600274,-0.000217352,0.000612952,0.004281808,0.002680429,0
11.95,0.003141205,11,0.006530004,0.009757732,0.006605396,0.007034274,0.003565349,1.097802986,-0.000329412,-2.28E-05,0.003355351,0.003823975,0
2.17,0.004946432,23,0.020687017,0.007039538,0.006467376,0.008426374,-0.006528341,1.060537943,-0.001727968,0.000780506,0.002606735,0.003354408,0
10.74,0.003557444,20,0.010084123,0.008492647,-0.005621039,0.012856362,0.012856362,0.890780866,7.85E-05,-0.000372645,0.002629916,0.001616211,0
1.15,0.003776458,20,0.003912378,0.013163175,0.012861568,0.013116702,0.011216991,1.333032291,-0.003324315,0.00310068,0.006260079,0.006621289,0
23.57,0.004013045,16,0.011924335,0.013438858,0.007308798,0.009183244,0.006551759,1.195444685,0.001025225,0.000467801,0.001653507,0.002306827,0
6.04,0.002526865,18,0.01078312,0.009201342,0.007637703,0.006519228,0.003961843,1.015132049,0.001409495,-0.000753564,0.003251547,0.00229912,0
10.14,0.005558687,16,0.015076714,0.008778491,0.006174443,0.007629681,0.002483264,0.991959343,-0.000437016,0.000120095,0.005496872,0.004286306,0
13.29,0.004181668,18,0.016279113,0.010700389,0.007300397,0.013561818,0.011538604,1.085065212,-0.003775633,0.003659481,0.004318069,0.003357134,0
13.11,0.004798572,20,0.021540519,0.01357965,0.010261836,0.006073363,-0.00236164,1.155150127,-0.000422459,0.000108209,0.003104193,0.002750213,0
10.63,0.00539165,14,0.030470521,0.006118426,-0.003441677,0.007987731,0.000821609,0.901645925,-0.000601962,0.000487257,0.003531801,0.002044633,0
21.7,0.00455188,17,0.018220017,0.008038013,0.00259484,0.012748823,0.004677828,0.928049741,-0.000872085,0.000390567,0.003713165,0.003548431,0
30.43,0.006915736,18,0.035428456,0.014461383,0.006768763,0.006505628,-0.002749284,0.980147158,-0.001172367,-0.000300091,0.00598834,0.004765542,2
14.71,0.006423244,18,0.045523068,0.016610361,-0.012747222,0.00811661,0.003039844,1.134790768,-0.001015532,0.000538299,0.004113629,0.003175726,1
30.73,0.00570334,20,0.018522064,0.008157054,0.000427082,0.013970846,0.01122939,0.855365487,-0.002183726,0.001572701,0.003652521,0.00372216,0
5.77,0.003162309,19,0.009211372,0.014024283,0.012568692,0.012331108,0.012231968,1.089639476,0.000377422,0.000601638,0.00439047,0.005600986,0
0.01,0.004071886,20,0.026261723,0.014155738,0.014153224,0.006562712,-0.004193867,1.141645546,-0.000362256,8.45E-06,0.004985865,0.003293688,1
30.92,0.007731132,16,0.054577498,0.008534305,0.000919462,0.014412055,-0.008052037,1.103008129,-0.000977129,0.000130353,0.009234882,0.005782627,0
30.94,0.005606727,19,0.043563168,0.014449346,-0.006731627,0.009141211,-0.008414873,0.888984929,-0.00213564,0.000594805,0.002602585,0.001854334,1
25.16,0.005119013,20,0.023720501,0.012388051,-0.006033171,0.013348301,0.006624578,0.841350644,-0.003928958,0.000691111,0.004820993,0.004356688,0
29.51,0.003220286,15,0.028259203,0.013375668,0.006012403,0.007808407,-0.001233053,0.99188267,-0.000632764,-0.000303707,0.004059774,0.003700217,0
22.99,0.00474395,16,0.012608867,0.007838305,-0.002104617,0.015433739,0.014349894,0.891161546,-0.001917629,0.000493147,0.001927801,0.00308101,0
4.22,0.005878032,17,0.028506536,0.015682249,0.014628195,0.007390814,-0.004489277,1.237335348,-0.000615832,0.000565296,0.003614197,0.003301565,1
26.64,0.011017322,16,0.056563598,0.013015705,-0.006360395,0.015001672,0.000611625,1.070331953,0.000541552,-0.001031578,0.003062575,0.005824384,0
59.38,0.003055602,21,0.024781271,0.015026597,-0.000229338,0.006539089,0.00412632,1.072114411,0.001716347,-0.002274095,0.001395989,0.002225367,1
4.16,0.003728755,18,0.006110334,0.010358534,0.009321254,0.014416874,0.013542674,0.877349552,0.003967033,0.000140335,0.004557276,0.004701803,0
0.02,0.007376609,16,0.00266628,0.014950122,0.014945252,0.012976661,0.009774354,1.444829706,0.000861125,0.000288332,0.003876079,0.00699819,1
19.62,0.00446547,21,0.011285476,0.013032513,0.008312626,0.008560427,0.00514948,1.015497366,-0.002296859,4.90E-05,0.006167923,0.00547018,0
19.43,0.004779807,17,0.006178887,0.008570029,0.003913386,0.008230525,0.007059975,0.856190744,-0.00077218,-0.000115085,0.002516119,0.003434894,0
2.87,0.010510278,20,0.027402709,0.011604892,0.010916465,0.007973087,0.005763443,0.950313794,-0.003381687,-0.000105789,0.00315286,0.008421109,2
34.43,0.003775864,21,0.019362303,0.015828478,-0.007561936,0.01211701,0.009603348,1.189631042,0.002131937,-0.001482614,0.003922344,0.005501277,1
0,0.004690546,20,0.006327395,0.015603675,0.015603675,0.006463018,-0.000870649,0.845356885,0.000585599,0.000653942,0.004053612,0.005153232,0
21.77,0.004084712,21,0.014290742,0.008853419,0.003727694,0.012348349,0.008798581,1.125545896,-0.003585183,0.001606798,0.00294896,0.005282073,0
23.11,0.004732074,23,0.027974647,0.01404828,0.008614443,0.010671296,-0.004139219,1.001715954,-0.000365686,0.000522488,0.005097421,0.004429934,1
20.76,0.004483144,22,0.027500938,0.014931539,-0.009980828,0.007995593,0.003393306,0.954749235,0.000473929,-4.38E-05,0.003572264,0.004013365,0
10.56,0.005364107,20,0.002943942,0.008011934,0.005541122,0.012456808,0.012412813,0.806875948,0.00225204,-0.000972675,0.001780746,0.001782809,0
0.22,0.003420975,22,0.007041148,0.013871935,0.013820978,0.006180469,0.002478076,1.128940253,-0.000877746,0.001157555,0.003285496,0.00394095,0
8.21,0.007824776,20,0.022941706,0.006811998,0.004924342,0.014493846,-0.006137201,1.038030718,0.000652307,-0.000745869,0.004778328,0.004866984,1
60.68,0.004607966,21,0.031429283,0.014512222,0.000547802,0.009756692,0.001942154,1.086937502,-0.000607305,-0.000442203,0.005558936,0.004873427,2
34.05,0.004546204,21,0.019723047,0.013221294,-0.005392055,0.013835557,0.011809479,1.020616436,0.000341308,-0.000511356,0.002471706,0.003770099,0
9.76,0.003628083,20,0.00407095,0.013879414,0.011633358,0.009740254,0.007390339,0.870733489,0.00137086,0.001001689,0.00277036,0.003639991,0
0.03,0.005714324,19,0.013224773,0.011140755,0.011133989,0.008648592,-0.001799107,1.100873377,0.001278209,0.000420227,0.005900985,0.004957878,1
33.05,0.004831177,20,0.024885567,0.008700173,0.001284743,0.008276079,0.004366361,1.083818585,-0.001638239,0.001385445,0.00335998,0.003811625,1
37.75,0.005759186,21,0.026414421,0.008775257,0.000351438,0.013264586,-0.00715355,0.985129298,-0.000286936,0.00052805,0.005321155,0.004478566,1
55.97,0.004432142,16,0.018850573,0.013284894,-0.000678005,0.007644558,0.004731032,0.946160686,-0.000664938,-0.000179502,0.002681504,0.003047095,0
17.33,0.003945236,17,0.031174389,0.010594379,0.006705806,0.010269943,-0.003343719,0.996923553,0.000130087,-0.000116148,0.004931142,0.005479744,1
11.83,0.006351314,19,0.056038921,0.010388276,-0.007667284,0.020385657,-0.012195982,0.943648177,-0.001803263,-0.001042744,0.010092867,0.005410273,1
33.93,0.003908574,20,0.040818172,0.022958422,-0.014942619,0.006874298,0.002351296,1.024000452,-3.62E-05,-0.001259246,0.004530624,0.003572713,0
11.15,0.004801884,18,0.033747942,0.006924645,0.004391306,0.014315022,-0.011402053,0.780953173,0.000459965,0.000119642,0.004875503,0.003874723,1
20.64,0.003136818,17,0.023918752,0.014400264,-0.00955522,0.008285991,0.005618231,0.999930905,0.00141169,-0.002080464,0.003154586,0.002454115,1
7.77,0.005440803,15,0.002714406,0.013047805,0.01125012,0.013652491,0.013305365,0.804379029,0.001310663,0.000636561,0.002742547,0.003413308,0
0.49,0.003134302,17,0.002651716,0.016090674,0.015978632,0.009807674,0.008072149,1.319343733,0.001840207,0.000752548,0.004999479,0.007934404,0
4.51,0.003867966,22,0.00419982,0.013597712,0.012586187,0.007845586,0.004222528,1.458840742,0.001022446,0.00035719,0.005545044,0.00302372,0
14.3,0.003813641,18,0.009158839,0.008832118,0.005691241,0.008958473,0.004889843,1.044838074,0.000606886,3.92E-05,0.00303925,0.003217211,0
13.03,0.004582109,20,0.013359944,0.010733095,0.007878028,0.006651021,-0.001486713,1.072684798,0.001908504,-0.00049824,0.002841043,0.002575792,0
25.79,0.006647818,15,0.020032801,0.008152632,0.002567397,0.012159001,0.003015741,0.962981835,0.000859649,0.000348936,0.003705243,0.003623929,0
28.97,0.004724459,17,0.015232103,0.012611503,0.006333327,0.009012665,0.003335468,0.983019174,-0.00346373,0.000137797,0.004492966,0.003095247,0
27.99,0.008656924,22,0.020540569,0.011106392,0.005076695,0.019551342,-0.005124264,0.965313478,-0.001116071,0.000503526,0.013550237,0.011421919,0
89.39,0.004939169,16,0.014619966,0.019588322,-0.00044614,0.011252515,0.007443376,1.133225604,-0.001427989,-1.12E-05,0.004835253,0.004628218,1
8.57,0.00529091,18,0.007613132,0.014374268,0.012524185,0.01111124,0.008479372,0.804241448,-0.000752413,0.00134755,0.005345127,0.004904466,0
9.43,0.011896259,18,0.061525856,0.012039092,0.010040401,0.016354317,-0.011909992,1.182342895,0.00082297,-0.000416938,0.011099853,0.007510368,2
8.57,0.013587166,20,0.063772706,0.037137209,-0.034076732,0.016548173,-0.001355018,1.263124354,0.001048577,-0.000179795,0.010011381,0.006716677,2
45.28,0.006350557,20,0.011327678,0.0177472,0.007837216,0.011050187,0.003727192,0.735452737,-0.00174444,0.000269525,0.00679481,0.007064373,1
16.53,0.004149985,20,0.007233025,0.012101262,0.008527263,0.0098551,0.006546213,0.903066212,-0.001266393,0.001225047,0.006571286,0.005209175,0
17.13,0.005532858,25,0.034427742,0.012131543,0.008466171,0.014237065,-0.00900967,0.94838308,-0.002576565,0.001494695,0.005146108,0.003768863,1
11.61,0.005703797,21,0.026522874,0.015198756,-0.012528951,0.011953078,0.011835933,1.051097242,-0.000337703,0.000157427,0.003617685,0.002985894,0
0.47,0.004023849,22,0.000354091,0.013119819,0.013018364,0.017311977,0.013270442,0.922902399,-0.003195979,0.001591739,0.003611697,0.009100197,0
13.53,0.008176304,21,0.014316253,0.017454094,0.014555621,0.007616691,0.006455415,1.184307697,0.003965716,-0.001628048,0.003438614,0.004708183,2
52.28,0.005760883,20,0.02416396,0.0134514,-0.002537819,0.009702592,0.004925669,1.087751684,-0.002474741,0.000132619,0.00435031,0.004085972,0
19.99,0.004629366,19,0.015764451,0.00971109,0.00551688,0.006662762,0.001363474,0.790220926,0.002540601,0.001150498,0.006177121,0.005088977,1
2.71,0.003578633,17,0.015982782,0.006668977,0.006109963,0.006560119,0.004641347,1.108945168,0.001527157,0.000338687,0.004681708,0.002740704,0
13.64,0.006514129,18,0.015370356,0.008856306,0.006049245,0.013356564,0.007772959,1.010343249,0.001976674,0.001858102,0.003264122,0.004507801,0
21.45,0.009839867,16,0.020952558,0.016266831,0.011849931,0.015001776,-0.003966712,1.105234665,0.000447817,0.000177758,0.010589983,0.007310268,1
66.76,0.005767718,22,0.034129499,0.015009936,0.001468981,0.011041236,0.000230578,1.154327154,-0.003625965,0.000214172,0.00723495,0.00498401,1
49.75,0.01056638,20,0.034417421,0.011094082,-0.001040697,0.012235494,-0.001287236,0.921581021,-0.003427712,-0.00012144,0.003741107,0.003187048,0
58.07,0.005963242,17,0.030486923,0.015596719,0.003716588,0.012170806,-0.004740032,0.86486839,-0.001360475,0.000598087,0.006891803,0.00559699,1
67.53,0.008037432,20,0.030358683,0.016286282,-0.002574866,0.012871533,2.21E-05,0.989867534,-0.000522398,0.000757113,0.003902152,0.00414639,0
45.22,0.005701777,20,0.040616829,0.013346931,0.004123022,0.014431527,-0.000542045,0.996276196,-0.005321451,0.000244574,0.008688312,0.008039421,2
44.69,0.012642614,20,0.05802574,0.020592144,-0.011352966,0.029857373,-0.011065211,1.167924637,-0.001588942,-0.000795915,0.007968686,0.006200799,1
109.03,0.00552537,16,0.029905919,0.029944863,-0.006917842,0.01054023,0.008020979,0.890099122,0.002066423,0.000538801,0.004012976,0.003645501,0
3.89,0.005177455,22,0.025785822,0.012236441,0.011429251,0.011112621,-0.004004631,0.757910849,-0.000726601,0.00073554,0.005016247,0.003854451,1
19.07,0.005725066,21,0.052412978,0.013177046,-0.009171818,0.011566812,-0.005764538,1.049794879,-0.000189121,-0.000325859,0.01044238,0.008208952,1
25.69,0.007420862,22,0.065909569,0.016923208,-0.011451375,0.021029715,-0.007634338,0.904850728,-0.001837197,-0.000355676,0.010786398,0.006648188,1
39.78,0.005279351,23,0.048707828,0.021059593,-0.012437904,0.009395134,0.004975725,1.059510184,0.000286672,0.000104493,0.004898554,0.004611732,1
27.89,0.006462914,20,0.025175556,0.009562787,0.003695537,0.013788889,0.007687197,0.866510006,-0.003802763,0.001238528,0.005070712,0.004709925,0
23.61,0.003999561,18,0.003324142,0.01489873,0.009868725,0.017821195,0.017821195,0.994136567,0.001527031,0.000526795,0.003697249,0.003487024,0
0.12,0.004622484,19,0.00284751,0.021896235,0.021871337,0.015453919,0.009208879,1.341217936,0.002465203,0.000289623,0.004972902,0.006251472,0
23.4,0.008877019,23,0.015866077,0.015525478,0.010739647,0.00908584,0.003453615,1.405996982,-0.000476772,-7.65E-05,0.004663845,0.007868187,1
41.74,0.007831561,24,0.033820436,0.009124179,0.000733618,0.013497528,-0.008941827,0.939019524,0.000867704,0.000397616,0.006246299,0.00738449,1
54.39,0.006456725,18,0.024175928,0.013542179,-0.002516503,0.007140019,0.006196453,0.924375814,0.002074048,-0.000728813,0.002356146,0.003147982,1
0.7,0.00465379,20,0.030310157,0.007256842,0.00711572,0.01059745,-0.00555035,1.005763951,-0.000724077,0.000692454,0.006170635,0.006054803,0
27.98,0.006211597,19,0.035568864,0.01064609,-0.004985543,0.007416637,-0.001924192,1.017464868,0.000615893,-0.000329194,0.003896574,0.004852972,0
28.03,0.006149507,21,0.022674336,0.007531958,-0.001888153,0.010191883,0.002012892,0.902683002,0.000152523,-0.000697437,0.005581914,0.004696923,0
33.37,0.008822047,24,0.030579637,0.013206364,0.00643537,0.00740616,-0.002841081,0.940624518,0.000843613,0.000144165,0.00740616,0.00989822,2
39.86,0.005991011,17,0.038979583,0.018642813,-0.010447732,0.007158216,0.003703826,1.207788952,0.007462596,-0.005184728,0.003493942,0.004541836,0
16.32,0.01499303,20,0.070230087,0.011638101,0.008329592,0.038411069,-0.035820935,0.886089183,0.004041026,-0.002507956,0.021469248,0.022762352,2
41.63,0.006481803,21,0.049957456,0.04105937,-0.031198647,0.015717703,0.013471928,1.249448101,-0.006041339,0.0030169,0.00634993,0.007098901,1
10.79,0.00745701,23,0.034587556,0.022602628,0.020335277,0.01586709,-0.00561072,0.684095893,0.000209204,-0.000540761,0.006771943,0.006732046,1
35.78,0.007350786,25,0.052822569,0.015920251,-0.008473467,0.011835338,6.54E-05,1.194930372,-0.003082112,-0.001097656,0.005485075,0.006650641,1
49.23,0.006110411,25,0.027300344,0.011866592,0.001728169,0.017886032,0.009842711,0.755239687,0.011333826,-0.008081435,0.002613931,0.004980581,0
54.87,0.004006995,28,0.02393261,0.017952254,0.006699868,0.005405179,0.003225178,1.040840417,6.92E-05,-0.001458256,0.004551936,0.006051317,0
10.77,0.004154869,23,0.017856866,0.005425488,0.003245429,0.008609743,0.005554023,0.927691726,-0.001721753,0.001715969,0.003945794,0.003805992,0
25.48,0.003648818,19,0.018694799,0.008658131,0.003514747,0.005866854,0.00111202,1.073620699,-0.003143526,0.000666279,0.002612925,0.004558552,0
27.45,0.003382931,23,0.011868104,0.005913415,0.000380072,0.007404309,0.00644757,0.875478684,-1.21E-05,0.00019516,0.001730674,0.004005976,0
0.11,0.005384513,24,0.018294761,0.010921647,0.010899319,0.012753258,0.004026898,1.221024199,0.007398692,0.004086979,0.004480014,0.007421059,0
40.95,0.003624625,23,0.016482202,0.012801099,0.004695149,0.014236768,0.010868013,1.62647005,-0.000342733,0.001632612,0.003518694,0.004945915,0
12.6,0.004743223,23,0.012862704,0.016236106,0.013735936,0.009144037,-0.004442054,0.909331856,0.001939063,-0.000207326,0.007276929,0.009692907,1
